Haley,Cruz,female,18,1,4,71.1,"986 Pine Lane, Union, NJ 07083",junior
Thomas,Dotson,male,14,5,11,84.0,"816 Gartner Ave., Ravenna, OH 44266",junior
Jayme,Chang,female,15,4,6,78.4,"5 Riverview Ave., Graham, NC 27253",freshman
Hall,Rowland,male,18,2,14,92.2,"3 El Dorado Avenue, Oxon Hill, MD 20745",freshman
Amanda,Vincent,female,15,4,10,88.5,"597 Pearl Drive, North Kingstown, RI 02852",freshman
Ria,Bowen,female,15,2,5,76.5,"3 Honey Creek Lane, Allen Park, MI 48101",junior
Illiana,Branch,female,14,5,4,69.8,"9730 Van Dyke Court, Port Orange, FL 32127",sophomore
Vanna,Mccarthy,female,16,5,9,76.5,"457 Shore Lane, Bismarck, ND 58501",junior
Nathan,Gutierrez,male,17,4,12,77.1,"122 North Bay Street, Lebanon, PA 17042",freshman
Jane,Allison,female,17,2,11,74.5,"116 Winchester Avenue, Phillipsburg, NJ 08865",senior
Christopher,Warner,male,14,2,15,84.5,"3 Evergreen Road, Tupelo, MS 38801",freshman
Fiona,Higgins,female,18,1,11,77.5,"8462 Lake View St., Buffalo Grove, IL 60089",junior
Jemima,Vargas,female,17,1,8,74.9,"338 Old Wood Dr., Kernersville, NC 27284",freshman
Raven,Mendez,female,18,5,13,87.0,"677 Sherwood Circle, Kaukauna, WI 54130",sophomore
Quintessa,Boyle,female,16,3,3,69.4,"162 Mountainview Court, Lake In The Hills, IL 60156",freshman
Kamal,Walton,male,14,1,17,100.0,"9125 Edgemont Lane, Attleboro, MA 02703",senior
Cassandra,Barton,female,18,4,12,79.5,"9142 Briarwood St., Newark, NJ 07103",sophomore
Hayes,Ellis,male,19,1,5,74.0,"6 Sunbeam Street, Superior, WI 54880",freshman
Jana,Schroeder,female,14,5,9,82.6,"248 Bowman Ave., Loganville, GA 30052",junior
Janna,King,female,15,1,6,77.0,"76 Delaware Street, Prior Lake, MN 55372",senior
Britanni,Fletcher,female,15,1,10,80.7,"739 Joy Ridge St., Phoenix, AZ 85021",junior
Hanna,Dorsey,female,19,2,14,96.6,"8037 NW. Forest St., Columbus, GA 31904",junior
Honorato,Hogan,male,17,1,19,90.1,"83 Cooper Drive, Rolling Meadows, IL 60008",senior
Jane,Reed,female,15,1,9,72.5,"824 E. Windsor St., Pewaukee, WI 53072",senior
Nita,Rios,female,19,1,15,80.4,"197 Gregory St., Deerfield Beach, FL 33442",freshman
Zena,Kirk,female,18,3,12,89.0,"8896 Railroad Drive, Bowling Green, KY 42101",junior
Cally,Garrison,female,17,3,7,84.7,"31 Dogwood Ave., Rego Park, NY 11374",freshman
Nissim,Oconnor,male,16,5,14,94.7,"4 Warren St., Willingboro, NJ 08046",senior
Nicole,Webb,female,14,3,14,94.2,"6 Clinton Street, Meriden, CT 06450",freshman
Todd,Cunningham,male,16,1,16,81.4,"26 Edgefield St., Highland Park, IL 60035",sophomore
Rina,Combs,female,17,3,13,84.2,"696 Aspen Drive, Trussville, AL 35173",junior
Price,Tran,male,17,2,10,74.1,"2 Harvard Street, Bristol, CT 06010",sophomore
Shad,Walker,male,17,3,10,78.7,"182 Bald Hill Rd., Wenatchee, WA 98801",freshman
Lysandra,Copeland,female,19,5,19,100.0,"20 Talbot Drive, Fort Lauderdale, FL 33308",freshman
Rhiannon,Terrell,female,14,2,13,88.9,"9748 W. Buttonwood Road, Ellicott City, MD 21042",sophomore
Jackson,Williamson,male,15,1,10,75.3,"54 Bridle Drive, Hephzibah, GA 30815",freshman
Leigh,Jones,female,18,3,4,74.5,"89 Buckingham Court, Appleton, WI 54911",freshman
Thor,Ramos,male,17,3,18,100.0,"208 Plymouth St., Grove City, OH 43123",junior
Reese,Morales,male,19,2,8,71.2,"67 Pearl Ave., Georgetown, SC 29440",senior
Ray,Randall,male,16,4,10,73.2,"373 Main St., Huntsville, AL 35803",sophomore
Tasha,Wilkins,female,15,4,16,99.2,"649 Sutor Dr., Elizabeth City, NC 27909",freshman
Yoko,Cain,female,16,4,16,96.5,"6 Stillwater Dr., Schenectady, NY 12302",senior
Curran,Petersen,male,14,5,8,72.9,"1 SW. Richardson Ave., Commack, NY 11725",junior
Garrison,Carson,male,17,4,6,81.2,"60 Hickory Dr., Bethlehem, PA 18015",senior
Judith,Perez,female,17,5,12,93.1,"16 Wall Drive, Palm City, FL 34990",sophomore
Hammett,Rios,male,17,1,7,78.8,"76 53rd Street, Reynoldsburg, OH 43068",freshman
Flynn,Berger,male,17,2,10,84.9,"8741 Princeton Lane, Tewksbury, MA 01876",senior
Steven,Everett,male,17,3,12,79.3,"98 Mayfair Road, Gettysburg, PA 17325",senior
Lucy,Rodriquez,female,16,2,10,79.6,"8244 Tallwood St., Clarkston, MI 48348",freshman
Orlando,Osborne,male,19,4,8,69.3,"31 Country Lane, Reisterstown, MD 21136",sophomore
Micah,Wolfe,male,14,4,11,83.2,"29 Cedar Street, Tupelo, MS 38801",sophomore
Lunea,Harper,female,17,4,11,92.3,"52 Front Ave., Benton Harbor, MI 49022",sophomore
Abbot,Hall,male,16,4,3,58.9,"84 Rock Creek Lane, Durham, NC 27703",freshman
Zia,Ratliff,female,19,2,19,88.4,"654 S. North St., Springfield Gardens, NY 11413",senior
Charissa,West,female,18,4,6,69.9,"8683 Acacia Ave., East Elmhurst, NY 11369",freshman
Athena,Collins,female,17,1,4,71.3,"933 Alton St., Lynnwood, WA 98037",senior
Fuller,Christian,male,15,5,9,82.0,"249 Fremont Drive, Fresh Meadows, NY 11365",junior
Shelley,Nielsen,female,15,5,10,88.1,"133 Woodside Drive, Deerfield, IL 60015",senior
Hamish,Carey,male,17,1,6,75.6,"443 Oklahoma Rd., Colonial Heights, VA 23834",senior
Jayme,Santiago,female,16,3,6,77.1,"55 Hickory Street, Macungie, PA 18062",senior
Isaiah,Harrell,male,17,5,7,75.8,"210 Shirley Lane, Westlake, OH 44145",senior
Rudyard,Horton,male,19,3,13,77.5,"7222 Randall Mill Rd., Hephzibah, GA 30815",junior
Georgia,Hensley,female,16,5,11,87.4,"9777 Manhattan Drive, Buffalo, NY 14215",freshman
Nehru,Ballard,male,14,1,19,93.3,"487 Hudson Rd., Lansing, MI 48910",senior
Ciara,Valdez,female,19,4,7,73.1,"9022 Surrey Road, Lakeville, MN 55044",freshman
Keelie,Sparks,female,14,5,16,99.5,"990 Paris Hill Street, Romeoville, IL 60446",sophomore
Evan,Ball,male,14,2,9,80.7,"924 Highland Lane, Morrisville, PA 19067",freshman
Kadeem,Marshall,male,17,5,18,100.0,"56 North Glen Creek St., San Lorenzo, CA 94580",freshman
Luke,Santana,male,17,1,0,75.0,"2 Sunbeam Dr., Zionsville, IN 46077",junior
Sara,Gonzalez,female,14,2,6,72.4,"9 Chapel St., Troy, NY 12180",sophomore
Rhiannon,Douglas,female,16,3,15,82.5,"885 Cleveland Dr., West Warwick, RI 02893",junior
Margaret,Mitchell,female,19,2,14,94.9,"367 West Peninsula St., Boca Raton, FL 33428",junior
Nomlanga,Hoover,female,18,1,11,80.0,"711 Trenton Drive, Kearny, NJ 07032",junior
Jescie,Horne,female,18,0,16,83.4,"454 West Oxford Court, Tucker, GA 30084",senior
Claire,Wheeler,female,14,2,14,90.4,"99 Hanover St., Lockport, NY 14094",sophomore
Madeson,Wilkins,female,15,4,16,98.0,"738 Railroad St., Mocksville, NC 27028",freshman
Prescott,Kaufman,male,15,1,17,96.3,"491 Old Bayport St., Lititz, PA 17543",freshman
Kaitlin,Solomon,female,17,1,8,66.4,"7734 Winchester Dr., Clifton, NJ 07011",sophomore
Yardley,Horne,male,18,1,10,79.6,"753 John Circle, Arlington Heights, IL 60004",senior
Hasad,Rice,male,19,4,16,95.9,"2 Silver Spear Drive, Londonderry, NH 03053",freshman
Tana,Rodgers,female,15,5,15,96.6,"522 Catherine Street, Arvada, CO 80003",senior
Mufutau,Dawson,male,17,5,14,99.9,"520 West Winding Way Drive, Inman, SC 29349",senior
Paul,Haley,male,18,5,17,84.2,"8948 S. George Ave., Florence, SC 29501",junior
Bryar,Melendez,female,18,5,12,93.4,"8 James Ave., Bayside, NY 11361",senior
Arthur,Morse,male,19,1,14,80.2,"823 St Paul Ave., Westfield, MA 01085",freshman
Inga,Sharpe,female,17,1,5,74.1,"7143 Bayport Ave., Lansdale, PA 19446",senior
Steel,Solomon,male,16,4,13,87.3,"8321 North University St., Stillwater, MN 55082",freshman
Brianna,Trevino,female,18,3,13,82.6,"8749 Edgefield Dr., Copperas Cove, TX 76522",junior
Noah,Blanchard,male,14,2,14,88.1,"9702 Big Rock Cove Street, Grosse Pointe, MI 48236",sophomore
Kelsie,Diaz,female,15,4,15,93.9,"7347 Thatcher Ave., Wayne, NJ 07470",sophomore
Jacob,Finch,male,15,2,14,87.1,"397 Lake Forest Drive, Ormond Beach, FL 32174",sophomore
Baker,Winters,male,15,2,14,89.8,"962 Cambridge Circle, Zanesville, OH 43701",senior
Jael,Knapp,female,14,3,15,83.7,"86 South Brewery St., New York, NY 10002",senior
Norman,Kinney,male,15,3,14,88.0,"707 Riverside St., Garfield, NJ 07026",junior
Jacob,Gray,male,15,3,17,100.0,"8323 Alton Court, Clementon, NJ 08021",sophomore
Cynthia,Hurley,female,16,4,12,81.0,"584 Arcadia Rd., Greensburg, PA 15601",freshman
Elijah,Bell,male,19,5,16,88.4,"5 Plymouth Ave., Lake Mary, FL 32746",junior
Isaiah,Avery,male,15,3,9,82.3,"6 South Depot St., North Miami Beach, FL 33160",sophomore
Miriam,Jacobson,female,17,2,10,77.8,"354 Fulton Rd., Port Huron, MI 48060",junior
Hiroko,Koch,female,17,4,15,90.4,"7843 Bay Street, Lombard, IL 60148",sophomore
Colton,Ochoa,male,17,1,4,60.3,"75 Arrowhead Drive, Danvers, MA 01923",senior
Caldwell,Dorsey,male,17,5,9,79.1,"74 E. Shore Avenue, Soddy Daisy, TN 37379",junior
Pandora,Dickerson,female,15,2,3,70.5,"9527 Newbridge St., Saugus, MA 01906",freshman
Thomas,Boyer,male,17,4,17,89.9,"900 Brook Lane, Waterloo, IA 50701",freshman
Phelan,Mcmillan,male,17,3,17,98.0,"8443 Hamilton St., Dundalk, MD 21222",junior
Gabriel,Jordan,male,16,4,2,62.0,"7986 Briarwood Road, Cranberry Twp, PA 16066",senior
Kamal,Dodson,male,17,4,7,77.6,"396 S. Bowman Lane, Cape Coral, FL 33904",senior
Holmes,Lawson,male,18,2,16,98.7,"9516 Airport Street, Staunton, VA 24401",junior
Preston,Church,male,17,1,8,66.1,"379 Sherman Ave., Lakewood, NJ 08701",freshman
Chester,Becker,male,19,3,14,89.4,"7 Beacon St., Helena, MT 59601",junior
Quamar,Delaney,male,15,4,11,91.3,"8362 Tunnel St., Acworth, GA 30101",freshman
Amery,Mcmahon,male,19,3,12,84.2,"427 Lake View Dr., Severna Park, MD 21146",freshman
Vance,Cherry,male,17,2,6,65.1,"373 Sunnyslope Street, Los Angeles, CA 90008",sophomore
Lee,Ramsey,female,19,1,10,86.5,"357 Elm St., Osseo, MN 55311",sophomore
Malik,Vega,male,19,2,10,72.3,"336 SW. Columbia Lane, Saint Cloud, MN 56301",senior
Dana,Weaver,female,14,3,6,67.3,"7029 N. Cactus Drive, Dacula, GA 30019",sophomore
Kelly,Crane,male,14,2,8,80.6,"498 Eagle St., Moorhead, MN 56560",junior
Ryan,Petersen,male,16,5,11,81.3,"204 Windsor Drive, Austin, MN 55912",senior
Brett,Wilkerson,male,18,2,7,76.0,"635 Arnold St., New Kensington, PA 15068",junior
Veda,Gilbert,female,18,4,12,82.5,"7232 Silver Spear Drive, Bergenfield, NJ 07621",freshman
Ezekiel,Alexander,male,16,5,8,81.5,"700 Rosewood Ave., Aiken, SC 29803",junior
Ulla,Marshall,female,17,2,12,81.0,"8749 Bedford Rd., Henderson, KY 42420",sophomore
Linda,Baldwin,female,16,5,2,59.0,"970 SW. Second Ave., Cedar Falls, IA 50613",senior
Ulysses,Huber,male,14,1,7,66.6,"9141 Creekside Drive, Silver Spring, MD 20901",junior
Tana,Frye,female,17,3,6,81.2,"8053 Primrose Road, Urbandale, IA 50322",senior
Kaye,Potts,female,19,1,5,66.6,"9170 Dogwood Lane, Conyers, GA 30012",sophomore
Marshall,Reeves,male,15,4,11,83.0,"765 Old Brickell St., Rolla, MO 65401",sophomore
Hedley,Rodriguez,male,15,3,8,78.3,"7381 Summer Road, Peoria, IL 61604",junior
Gillian,Cunningham,female,19,5,13,82.9,"7181 N. Penn St., Asheboro, NC 27205",senior
Nadine,Jacobson,female,17,4,11,75.5,"772 South Pheasant Ave., Lemont, IL 60439",junior
Nathan,Ferrell,male,16,2,13,77.5,"135 Vine Avenue, Mays Landing, NJ 08330",junior
Amethyst,Christensen,female,15,5,6,80.4,"175 Fairway St., Bayonne, NJ 07002",junior
Nigel,Wilkins,male,19,5,10,90.0,"7413 Cleveland Lane, Prior Lake, MN 55372",sophomore
Nigel,Mclean,male,18,4,12,77.6,"7461 Bayberry Drive, Howard Beach, NY 11414",junior
Dara,Weber,female,15,3,11,85.7,"853 Laurel Street, Indianapolis, IN 46201",junior
Neil,Beck,male,16,2,18,91.4,"568 Division Street, Oak Ridge, TN 37830",freshman
Mollie,Ryan,female,15,1,14,97.2,"2 Bayberry Rd., Bear, DE 19701",senior
Yolanda,Hanson,female,15,4,16,94.3,"5 Fordham Rd., Panama City, FL 32404",sophomore
Sonia,Jacobson,female,18,1,14,88.2,"8393 Ridgewood Ave., Joliet, IL 60435",junior
Dustin,Chambers,male,17,5,15,94.7,"8024 Fordham Street, Ballston Spa, NY 12020",junior
Berk,Austin,male,19,5,11,88.1,"85 Glenholme Street, Royal Oak, MI 48067",junior
Scott,Snow,male,16,4,5,77.2,"559 SE. Taylor Ave., Clover, SC 29710",junior
Nicole,Harrell,female,18,4,10,76.7,"9569 Front Rd., Yuba City, CA 95993",freshman
Myra,Wilkinson,female,14,5,14,86.2,"988 Valley St., Beverly, MA 01915",junior
Shoshana,Moses,female,14,3,13,87.4,"9894 Meadowbrook Street, Westminster, MD 21157",junior
Asher,Sloan,male,17,5,7,70.2,"808 Fairground Street, Ephrata, PA 17522",senior
Kaden,Grant,female,17,5,14,100.0,"73 SW. Leeton Ridge Road, Homestead, FL 33030",freshman
Aaron,Knowles,male,16,4,11,88.7,"596 Warren Drive, Brunswick, GA 31525",senior
Chester,Stuart,male,19,2,5,65.3,"40 Liberty St., Alabaster, AL 35007",freshman
Quin,Prince,female,18,5,15,92.4,"25 Cleveland Drive, Hopkins, MN 55343",junior
Jared,Randall,male,19,1,11,89.0,"7210 Bank Rd., Oviedo, FL 32765",sophomore
September,Hoffman,female,16,3,11,82.8,"7313 NE. Del Monte Ave., New Rochelle, NY 10801",senior
Maxwell,Carver,male,15,1,11,81.8,"524 Fifth St., Sewell, NJ 08080",freshman
Miranda,Donovan,female,16,2,4,63.7,"464 Princeton Drive, Jupiter, FL 33458",junior
Shaine,Harrell,female,14,1,11,90.3,"9446 S. John Court, Mount Laurel, NJ 08054",senior
Craig,Sweeney,male,15,4,10,88.1,"407 North High Ridge St., Calumet City, IL 60409",junior
Claudia,Bradshaw,female,19,4,10,80.4,"8575 E. Somerset Ave., East Elmhurst, NY 11369",sophomore
Adria,Bender,female,19,1,7,76.8,"98 Kirkland Street, Saint Louis, MO 63109",freshman
Alfonso,Petersen,male,17,5,11,88.8,"986 Lakewood St., Annandale, VA 22003",senior
Henry,Chang,male,18,2,16,94.6,"160 Golf Dr., Florence, SC 29501",junior
Zachery,Dorsey,male,16,4,15,85.5,"46 Thorne Dr., Greer, SC 29650",junior
Barclay,Finley,male,18,4,11,86.9,"761 Temple Ave., Nicholasville, KY 40356",junior
Audra,Stout,female,14,5,10,85.1,"442 West Mill Street, Arlington Heights, IL 60004",freshman
Ila,Mooney,female,14,5,12,93.8,"741 Corona St., Woodhaven, NY 11421",sophomore
Felix,Spears,male,16,2,11,76.5,"27 Greystone Street, Easton, PA 18042",senior
Roanna,Hoover,female,17,5,15,94.2,"9887 E. Monroe St., Suwanee, GA 30024",junior
Audra,Murphy,female,18,1,12,74.2,"571 Kent Ave., Lowell, MA 01851",freshman
Isaac,Gray,male,16,5,12,81.0,"84 Third Street, Virginia Beach, VA 23451",freshman
Laura,Shannon,female,16,4,13,82.4,"242 Ivy Drive, Grand Forks, ND 58201",junior
Myra,Parrish,female,19,5,15,100.0,"854 3rd Ave., Nanuet, NY 10954",freshman
Iola,Fernandez,female,17,1,14,81.6,"764 Old York Rd., Miami Beach, FL 33139",senior
Inez,Stephenson,female,17,5,17,100.0,"51 Academy St., Roselle, IL 60172",junior
Kyra,Love,female,19,2,12,93.0,"67 West Somerset Road, Randolph, MA 02368",sophomore
Emery,Shepherd,male,14,5,11,89.0,"9907 Main St., Little Rock, AR 72209",junior
Sade,Juarez,female,18,3,5,61.1,"84 Amerige Street, Davenport, IA 52804",sophomore
Aline,Bond,female,18,4,6,68.2,"250 Madison Drive, Brick, NJ 08723",junior
Cyrus,Kelley,male,19,5,13,81.8,"7511 Inverness St., New Windsor, NY 12553",freshman
Patrick,Bell,male,19,1,11,85.0,"57 Meadowbrook Court, West Palm Beach, FL 33404",sophomore
Kuame,Gordon,male,18,1,16,83.5,"475 Thompson St., Greenville, NC 27834",junior
Yvette,Coleman,female,18,4,17,89.8,"44 Gates St., Parkville, MD 21234",senior
Ronan,Howell,male,19,3,4,68.0,"512 Nicolls Ave., Bemidji, MN 56601",senior
Courtney,Bryan,female,16,5,15,88.3,"7236 Old Heather Ave., Boynton Beach, FL 33435",junior
Tate,Fletcher,male,15,3,12,87.2,"8878 Mountainview Avenue, Coram, NY 11727",freshman
Pascale,Freeman,female,16,5,15,96.4,"482 SE. Wild Rose Ave., Thornton, CO 80241",senior
Morgan,Ayala,female,14,5,4,73.0,"8210 North Mayflower Street, Mchenry, IL 60050",junior
Declan,Manning,male,18,4,16,100.0,"7993 E. Harvey Ave., Springfield, PA 19064",senior
Dana,Vang,female,17,4,14,88.7,"80 Wild Horse Ave., Baltimore, MD 21206",freshman
Orlando,Mcguire,male,15,1,13,84.4,"846 Brickell Street, Ithaca, NY 14850",senior
Giselle,Estes,female,15,1,6,65.9,"9 Hill Field Road, Pickerington, OH 43147",junior
Ryan,Hodge,male,17,1,4,60.9,"863 County Dr., Spartanburg, SC 29301",freshman
Kylee,Santana,female,18,4,10,90.3,"49 Heritage Court, New Bedford, MA 02740",sophomore
Laith,Henderson,male,19,1,6,67.4,"8812 Bald Hill Circle, Hampton, VA 23666",senior
Sarah,Gibbs,female,15,5,9,71.3,"288 East Ridgeview Dr., Lutherville Timonium, MD 21093",freshman
Hiroko,Parsons,female,14,3,17,95.4,"89 Riverview Rd., Port Washington, NY 11050",sophomore
John,Branch,male,15,2,17,86.5,"955 Corona Dr., Berwyn, IL 60402",junior
Inez,Vargas,female,16,2,19,93.4,"9181 Birchpond Dr., Hopkinsville, KY 42240",freshman
Ciaran,Brady,male,19,3,3,62.5,"650 Homestead Lane, Fond Du Lac, WI 54935",sophomore
Elvis,Stewart,male,16,5,8,85.1,"841 SE. Hillside Drive, South Portland, ME 04106",senior
Elton,Sanchez,male,16,4,9,70.1,"7267 Stillwater Road, Fair Lawn, NJ 07410",freshman
Bertha,Waller,female,19,5,8,80.5,"651 North Manhattan Lane, Latrobe, PA 15650",freshman
Cameron,Craig,female,16,4,11,76.7,"64 North Peninsula Court, Hialeah, FL 33010",senior
Griffin,Woodward,male,19,5,14,92.5,"9751 SE. Hanover Street, Biloxi, MS 39532",freshman
Savannah,Sherman,female,14,3,16,87.3,"9677 Gartner Rd., Cheshire, CT 06410",freshman
Sydnee,Carpenter,female,14,4,11,75.3,"8033 Ridgeview Drive, Painesville, OH 44077",sophomore
Clarke,Crawford,male,18,1,8,77.8,"971 Walnutwood Dr., Salisbury, MD 21801",freshman
Aileen,Mcgee,female,19,5,10,85.4,"5 Swanson St., Indian Trail, NC 28079",freshman
Michael,Bell,male,15,3,7,64.1,"7993 Illinois Street, Easton, PA 18042",junior
Ivana,Watts,female,16,5,9,87.4,"832 Forest St., Lansing, MI 48910",sophomore
Kerry,Mcbride,female,16,1,6,67.0,"955 S. Devon St., Torrance, CA 90505",senior
Kasimir,Clarke,male,16,5,8,68.2,"7198 School Drive, Baltimore, MD 21206",sophomore
Celeste,Alford,female,14,5,8,73.2,"601 Saxton Dr., Wenatchee, WA 98801",sophomore
Nyssa,Kent,female,17,5,4,76.1,"8006 Howard Drive, Vineland, NJ 08360",senior
Jolene,Rivers,female,14,5,10,79.3,"13 Iroquois Ave., Lithonia, GA 30038",freshman
Bo,Miranda,female,18,1,11,82.8,"7982 Lakeview St., Reston, VA 20191",sophomore
Summer,Lang,female,15,3,12,85.8,"686 Westminster Ave., South Lyon, MI 48178",senior
Gloria,Morrison,female,15,1,10,88.0,"86 Rockwell Ave., Essex, MD 21221",junior
Bethany,Fields,female,14,5,12,88.2,"391 South Tanglewood Lane, Dracut, MA 01826",sophomore
Sonia,Kelly,female,17,4,7,83.6,"8257 Jockey Hollow Ave., Arvada, CO 80003",freshman
Noah,Suarez,male,16,1,12,82.6,"233 E. Wintergreen Dr., Jackson, NJ 08527",freshman
Travis,Avery,male,15,4,12,85.1,"96 Greystone St., Holbrook, NY 11741",sophomore
Dai,Osborne,female,19,5,20,100.0,"2 Pilgrim Road, Alexandria, VA 22304",freshman
Rebekah,Skinner,female,16,2,13,81.7,"21 Delaware Lane, Minneapolis, MN 55406",senior
Zorita,Oliver,female,16,2,12,93.1,"691 Main Ave., Twin Falls, ID 83301",sophomore
Tara,Townsend,female,14,1,9,71.0,"7513 Pawnee Ave., Winter Garden, FL 34787",freshman
Kaitlin,Lane,female,15,3,10,71.0,"8740 East Grove Court, Union, NJ 07083",sophomore
Preston,Paul,male,16,4,8,67.8,"9141 Williams Street, New Haven, CT 06511",junior
Kirk,Keller,male,16,4,6,77.0,"7334 Pine St., Lake Worth, FL 33460",junior
Zeph,Gilmore,male,19,3,9,88.3,"125 Green Hill Dr., Saginaw, MI 48601",junior
Rahim,Weaver,male,19,4,12,92.9,"9549 Sunset Drive, Longwood, FL 32779",sophomore
Linus,Snow,male,18,5,17,88.4,"8472 San Pablo Dr., Deerfield Beach, FL 33442",freshman
Vladimir,Salinas,male,17,3,5,70.9,"8029 North Tanglewood Ave., Fort Washington, MD 20744",senior
Wang,Reed,male,16,5,13,93.7,"697 North Bowman St., Stamford, CT 06902",senior
Kaseem,Leon,male,18,1,5,67.1,"9562 Valley View Drive, Phoenixville, PA 19460",freshman
Yetta,Vasquez,female,17,2,6,77.3,"54 Clark St., East Meadow, NY 11554",sophomore
Lacey,Tucker,female,17,4,16,87.5,"360 Baker St., Schererville, IN 46375",junior
James,Mccormick,male,15,3,5,71.0,"142 Deerfield Court, Loganville, GA 30052",sophomore
Inga,Webster,female,14,3,10,75.9,"7517 Helen Road, Trenton, NJ 08610",senior
Eagan,Oliver,male,17,4,11,86.6,"733 Trusel Dr., Daphne, AL 36526",senior
Orson,Burton,male,18,3,17,96.6,"62 Bohemia Street, Shakopee, MN 55379",junior
Noelani,Villarreal,female,19,1,5,75.4,"276 East Oxford Street, Lincolnton, NC 28092",junior
Chester,Vance,male,17,1,5,60.1,"732 Randall Mill Street, Covington, GA 30014",freshman
Stuart,Powell,male,17,1,6,64.1,"8680 Race Drive, Poughkeepsie, NY 12601",junior
Robert,Bass,male,16,4,9,73.8,"21 S. Somerset Street, San Diego, CA 92111",freshman
Zephania,Dotson,male,16,4,14,98.1,"656 Division Street, Findlay, OH 45840",senior
Robin,Adkins,female,16,4,4,68.0,"22 Catherine Dr., Valley Stream, NY 11580",freshman
Kamal,Wheeler,male,17,5,15,86.3,"4 Deerfield Lane, Chelmsford, MA 01824",freshman
William,Greene,male,19,4,11,84.0,"551 Brown Rd., Wilkes Barre, PA 18702",sophomore
Merritt,Donovan,male,16,5,7,83.1,"9678 East Dr., Hollis, NY 11423",senior
Orla,Carlson,female,19,3,8,75.8,"8 San Pablo Drive, Cocoa, FL 32927",senior
Byron,Buckner,male,16,2,13,92.9,"194 South Johnson Street, Little Rock, AR 72209",freshman
Aimee,Sheppard,female,14,3,12,87.0,"630 Summerhouse St., Westfield, MA 01085",junior
Daphne,Patel,female,19,1,10,82.2,"8387 Broad Ave., Olympia, WA 98512",sophomore
Clarke,Mills,male,17,2,9,83.1,"311 Lookout Street, Fairburn, GA 30213",sophomore
Kameko,Flynn,female,17,3,15,86.6,"53 Helen Court, Kalispell, MT 59901",senior
Kamal,Pacheco,male,16,1,14,84.1,"947 Richardson Ave., Mesa, AZ 85203",sophomore
Kuame,Conrad,male,18,3,14,92.6,"8305 Washington Street, Superior, WI 54880",senior
Erasmus,Maynard,male,17,4,15,87.3,"9 Henry Smith Ave., New Kensington, PA 15068",senior
Mufutau,Clayton,male,17,1,16,86.0,"9417 Lilac Street, New Brunswick, NJ 08901",senior
Daria,Taylor,female,19,3,14,87.1,"86 Green Lane, Buffalo, NY 14215",senior
Hamilton,Mclean,male,16,3,14,82.0,"503 Deerfield Court, Winona, MN 55987",freshman
Belle,Walter,female,19,4,14,85.7,"9584 Snake Hill Street, Richmond Hill, NY 11418",senior
Honorato,Finley,male,17,5,9,77.6,"840 W. Marconi Road, Nanuet, NY 10954",freshman
Josephine,Jennings,female,15,2,12,89.0,"2 Glenridge Dr., Lorain, OH 44052",sophomore
Quentin,Bryan,male,19,4,7,77.7,"716 Ivy Street, Brighton, MA 02135",freshman
Lars,Hines,male,18,1,5,71.0,"896 Hilldale Drive, Shepherdsville, KY 40165",freshman
Wade,Holden,male,15,3,12,92.6,"722 E. Lookout Street, Lincolnton, NC 28092",junior
Faith,Cotton,female,17,4,15,99.8,"658 8th Street, Waterbury, CT 06705",sophomore
Bruno,Humphrey,male,16,3,12,76.8,"2 Warren Lane, Merrillville, IN 46410",junior
Lacey,Nieves,female,18,1,2,57.9,"38 West Brickyard Avenue, Roslindale, MA 02131",senior
Odette,Herrera,female,16,5,6,82.8,"8538 SE. Princeton St., Beachwood, OH 44122",junior
Davis,Reese,male,19,3,15,87.7,"7627 Hickory Road, New Windsor, NY 12553",sophomore
Wang,Dorsey,male,18,3,10,76.3,"67 Court Ave., Galloway, OH 43119",senior
Todd,Madden,male,19,4,13,89.8,"944 Philmont Street, Cape Coral, FL 33904",junior
Oren,Porter,male,16,4,14,80.8,"43 York Ave., Lake Worth, FL 33460",freshman
Sharon,Hull,female,14,5,8,79.0,"119 Sierra Rd., Kaukauna, WI 54130",junior
Kareem,Hudson,male,18,4,16,98.6,"92 Pennington St., Ephrata, PA 17522",junior
Unity,Preston,female,19,1,14,86.8,"55 Cherry Hill Ave., Langhorne, PA 19047",senior
Ella,Cantrell,female,18,4,15,96.5,"7138 Ohio Court, Syosset, NY 11791",freshman
Hanna,Burton,female,15,1,14,81.5,"580 Howard St., Beloit, WI 53511",junior
Cody,Giles,male,15,5,9,79.2,"9850 Ridgeview Road, Omaha, NE 68107",junior
Latifah,Williamson,female,17,3,6,66.7,"50 N. Peachtree St., Woonsocket, RI 02895",junior
Aileen,Huff,female,16,4,13,96.5,"18 Longbranch Lane, Clinton Township, MI 48035",sophomore
Brittany,Odom,female,17,5,13,91.5,"281 Maiden Lane, Jamaica, NY 11432",senior
Marny,Daniels,female,17,2,4,69.0,"7041 Buckingham Street, Apex, NC 27502",freshman
Dieter,Tyson,male,18,2,8,67.9,"930 Third St., Westerville, OH 43081",senior
Raja,Burt,male,17,3,8,82.6,"8718 Proctor Drive, Enfield, CT 06082",sophomore
Irma,Bradley,female,14,3,6,66.2,"71 NW. Franklin Avenue, La Porte, IN 46350",sophomore
Gray,Reilly,male,16,1,12,87.5,"335 Pheasant St., Port Charlotte, FL 33952",sophomore
